Sequence  | Address         | Length  | Host                          | OpId                                                        | OpName        | OpSig                                                                           | Data
13        | 7ff7c85d3960h   | 39      | intrinsics/dinxsfp            | mul_(v128x32f,v128x32f)                                     | mul           | Vector128<float> mul(Vector128<float> x, Vector128<float> y)                    | c5 f8 77 66 90 c5 f9 10 02 c4 c1 7a 59 00 c5 f9 11 01 48 8b c1 c3 cc cc 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
14        | 7ff7c85d3990h   | 39      | intrinsics/dinxsfp            | mul_(v128x64f,v128x64f)                                     | mul           | Vector128<double> mul(Vector128<double> x, Vector128<double> y)                 | c5 f8 77 66 90 c5 f9 10 02 c4 c1 7b 59 00 c5 f9 11 01 48 8b c1 c3 cc cc 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
15        | 7ff7c85d39c0h   | 327     | intrinsics/dinxsfp            | fmadd_(v128x32f,v128x32f,v128x32f)                          | fmadd         | Vector128<float> fmadd(Vector128<float> x, Vector128<float> y, Vector128<float> z)| c5 f8 77 66 90 c5 f9 10 02 c4 c1 79 10 08 c4 c2 71 a9 01 c5 f9 11 01 48 8b c1 c3 cc cc 00 00 00 19 00 00 00 40 00 00 00 a8 d6 92 c8 f7 7f 00 00 c5 f8 77 66 90 c5 f9 10 02 c4 c1 79 10 08 c4 c2 f1 a9 01 c5 f9 11 01 48 8b c1 c3 cc cc 00 00 00 19 00 00 00 40 00 00 00 20 d7 92 c8 f7 7f 00 00 c5 f8 77 66 90 c5 f9 10 02 c4 c1 79 10 08 c4 c2 71 ab 01 c5 f9 11 01 48 8b c1 c3 cc cc 00 00 00 19 00 00 00 40 00 00 00 98 d7 92 c8 f7 7f 00 00 c5 f8 77 66 90 c5 f9 10 02 c4 c1 79 10 08 c4 c2 f1 ab 01 c5 f9 11 01 48 8b c1 c3 cc cc 00 00 00 19 00 00 00 40 00 00 00 10 d8 92 c8 f7 7f 00 00 c5 f8 77 66 90 c5 f9 10 02 c4 c1 79 10 08 c4 c2 71 ad 01 c5 f9 11 01 48 8b c1 c3 cc cc 00 00 00 19 00 00 00 40 00 00 00 88 d8 92 c8 f7 7f 00 00 c5 f8 77 66 90 c5 f9 10 02 c4 c1 79 10 08 c4 c2 f1 ad 01 c5 f9 11 01 48 8b c1 c3 cc cc 00 00 00 19 00 00 00 40 00 00 00 00 d9 92 c8 f7 7f 00 00 c5 f8 77 66 90 c5 f9 10 02 c4 c1 7a 5e 00 c5 f9 11 01 48 8b c1 c3 cc cc 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
16        | 7ff7c85d39f0h   | 279     | intrinsics/dinxsfp            | fmadd_(v128x64f,v128x64f,v128x64f)                          | fmadd         | Vector128<double> fmadd(Vector128<double> x, Vector128<double> y, Vector128<double> z)| c5 f8 77 66 90 c5 f9 10 02 c4 c1 79 10 08 c4 c2 f1 a9 01 c5 f9 11 01 48 8b c1 c3 cc cc 00 00 00 19 00 00 00 40 00 00 00 20 d7 92 c8 f7 7f 00 00 c5 f8 77 66 90 c5 f9 10 02 c4 c1 79 10 08 c4 c2 71 ab 01 c5 f9 11 01 48 8b c1 c3 cc cc 00 00 00 19 00 00 00 40 00 00 00 98 d7 92 c8 f7 7f 00 00 c5 f8 77 66 90 c5 f9 10 02 c4 c1 79 10 08 c4 c2 f1 ab 01 c5 f9 11 01 48 8b c1 c3 cc cc 00 00 00 19 00 00 00 40 00 00 00 10 d8 92 c8 f7 7f 00 00 c5 f8 77 66 90 c5 f9 10 02 c4 c1 79 10 08 c4 c2 71 ad 01 c5 f9 11 01 48 8b c1 c3 cc cc 00 00 00 19 00 00 00 40 00 00 00 88 d8 92 c8 f7 7f 00 00 c5 f8 77 66 90 c5 f9 10 02 c4 c1 79 10 08 c4 c2 f1 ad 01 c5 f9 11 01 48 8b c1 c3 cc cc 00 00 00 19 00 00 00 40 00 00 00 00 d9 92 c8 f7 7f 00 00 c5 f8 77 66 90 c5 f9 10 02 c4 c1 7a 5e 00 c5 f9 11 01 48 8b c1 c3 cc cc 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
17        | 7ff7c85d3a20h   | 231     | intrinsics/dinxsfp            | fmsub_(v128x32f,v128x32f,v128x32f)                          | fmsub         | Vector128<float> fmsub(Vector128<float> x, Vector128<float> y, Vector128<float> z)| c5 f8 77 66 90 c5 f9 10 02 c4 c1 79 10 08 c4 c2 71 ab 01 c5 f9 11 01 48 8b c1 c3 cc cc 00 00 00 19 00 00 00 40 00 00 00 98 d7 92 c8 f7 7f 00 00 c5 f8 77 66 90 c5 f9 10 02 c4 c1 79 10 08 c4 c2 f1 ab 01 c5 f9 11 01 48 8b c1 c3 cc cc 00 00 00 19 00 00 00 40 00 00 00 10 d8 92 c8 f7 7f 00 00 c5 f8 77 66 90 c5 f9 10 02 c4 c1 79 10 08 c4 c2 71 ad 01 c5 f9 11 01 48 8b c1 c3 cc cc 00 00 00 19 00 00 00 40 00 00 00 88 d8 92 c8 f7 7f 00 00 c5 f8 77 66 90 c5 f9 10 02 c4 c1 79 10 08 c4 c2 f1 ad 01 c5 f9 11 01 48 8b c1 c3 cc cc 00 00 00 19 00 00 00 40 00 00 00 00 d9 92 c8 f7 7f 00 00 c5 f8 77 66 90 c5 f9 10 02 c4 c1 7a 5e 00 c5 f9 11 01 48 8b c1 c3 cc cc 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
18        | 7ff7c85d3a50h   | 183     | intrinsics/dinxsfp            | fmsub_(v128x64f,v128x64f,v128x64f)                          | fmsub         | Vector128<double> fmsub(Vector128<double> x, Vector128<double> y, Vector128<double> z)| c5 f8 77 66 90 c5 f9 10 02 c4 c1 79 10 08 c4 c2 f1 ab 01 c5 f9 11 01 48 8b c1 c3 cc cc 00 00 00 19 00 00 00 40 00 00 00 10 d8 92 c8 f7 7f 00 00 c5 f8 77 66 90 c5 f9 10 02 c4 c1 79 10 08 c4 c2 71 ad 01 c5 f9 11 01 48 8b c1 c3 cc cc 00 00 00 19 00 00 00 40 00 00 00 88 d8 92 c8 f7 7f 00 00 c5 f8 77 66 90 c5 f9 10 02 c4 c1 79 10 08 c4 c2 f1 ad 01 c5 f9 11 01 48 8b c1 c3 cc cc 00 00 00 19 00 00 00 40 00 00 00 00 d9 92 c8 f7 7f 00 00 c5 f8 77 66 90 c5 f9 10 02 c4 c1 7a 5e 00 c5 f9 11 01 48 8b c1 c3 cc cc 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
19        | 7ff7c85d3a80h   | 135     | intrinsics/dinxsfp            | fnmadd_(v128x32f,v128x32f,v128x32f)                         | fnmadd        | Vector128<float> fnmadd(Vector128<float> x, Vector128<float> y, Vector128<float> z)| c5 f8 77 66 90 c5 f9 10 02 c4 c1 79 10 08 c4 c2 71 ad 01 c5 f9 11 01 48 8b c1 c3 cc cc 00 00 00 19 00 00 00 40 00 00 00 88 d8 92 c8 f7 7f 00 00 c5 f8 77 66 90 c5 f9 10 02 c4 c1 79 10 08 c4 c2 f1 ad 01 c5 f9 11 01 48 8b c1 c3 cc cc 00 00 00 19 00 00 00 40 00 00 00 00 d9 92 c8 f7 7f 00 00 c5 f8 77 66 90 c5 f9 10 02 c4 c1 7a 5e 00 c5 f9 11 01 48 8b c1 c3 cc cc 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
20        | 7ff7c85d3ab0h   | 87      | intrinsics/dinxsfp            | fnmadd_(v128x64f,v128x64f,v128x64f)                         | fnmadd        | Vector128<double> fnmadd(Vector128<double> x, Vector128<double> y, Vector128<double> z)| c5 f8 77 66 90 c5 f9 10 02 c4 c1 79 10 08 c4 c2 f1 ad 01 c5 f9 11 01 48 8b c1 c3 cc cc 00 00 00 19 00 00 00 40 00 00 00 00 d9 92 c8 f7 7f 00 00 c5 f8 77 66 90 c5 f9 10 02 c4 c1 7a 5e 00 c5 f9 11 01 48 8b c1 c3 cc cc 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
21        | 7ff7c85d3ae0h   | 39      | intrinsics/dinxsfp            | div_(v128x32f,v128x32f)                                     | div           | Vector128<float> div(Vector128<float> x, Vector128<float> y)                    | c5 f8 77 66 90 c5 f9 10 02 c4 c1 7a 5e 00 c5 f9 11 01 48 8b c1 c3 cc cc 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
22        | 7ff7c85d3b10h   | 39      | intrinsics/dinxsfp            | div_(v128x64f,v128x64f)                                     | div           | Vector128<double> div(Vector128<double> x, Vector128<double> y)                 | c5 f8 77 66 90 c5 f9 10 02 c4 c1 7b 5e 00 c5 f9 11 01 48 8b c1 c3 cc cc 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
23        | 7ff7c85d3b40h   | 39      | intrinsics/dinxsfp            | sub_(v128x32f,v128x32f)                                     | sub           | Vector128<float> sub(Vector128<float> x, Vector128<float> y)                    | c5 f8 77 66 90 c5 f9 10 02 c4 c1 7a 5c 00 c5 f9 11 01 48 8b c1 c3 cc cc 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
24        | 7ff7c85d3b70h   | 39      | intrinsics/dinxsfp            | sub_(v128x64f,v128x64f)                                     | sub           | Vector128<double> sub(Vector128<double> x, Vector128<double> y)                 | c5 f8 77 66 90 c5 f9 10 02 c4 c1 7b 5c 00 c5 f9 11 01 48 8b c1 c3 cc cc 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
25        | 7ff7c85d3ba0h   | 39      | intrinsics/dinxsfp            | max_(v128x32f,v128x32f)                                     | max           | Vector128<float> max(Vector128<float> x, Vector128<float> y)                    | c5 f8 77 66 90 c5 f9 10 02 c4 c1 7a 5f 00 c5 f9 11 01 48 8b c1 c3 cc cc 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
26        | 7ff7c85d3bd0h   | 39      | intrinsics/dinxsfp            | max_(v128x64f,v128x64f)                                     | max           | Vector128<double> max(Vector128<double> x, Vector128<double> y)                 | c5 f8 77 66 90 c5 f9 10 02 c4 c1 7b 5f 00 c5 f9 11 01 48 8b c1 c3 cc cc 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
27        | 7ff7c85d3c00h   | 39      | intrinsics/dinxsfp            | min_(v128x32f,v128x32f)                                     | min           | Vector128<float> min(Vector128<float> x, Vector128<float> y)                    | c5 f8 77 66 90 c5 f9 10 02 c4 c1 7a 5d 00 c5 f9 11 01 48 8b c1 c3 cc cc 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
28        | 7ff7c85d3c30h   | 39      | intrinsics/dinxsfp            | min_(v128x64f,v128x64f)                                     | min           | Vector128<double> min(Vector128<double> x, Vector128<double> y)                 | c5 f8 77 66 90 c5 f9 10 02 c4 c1 7b 5d 00 c5 f9 11 01 48 8b c1 c3 cc cc 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
29        | 7ff7c85d3c60h   | 231     | intrinsics/dinxsfp            | eq_(v128x32f,v128x32f)                                      | eq            | bool eq(Vector128<float> x, Vector128<float> y)                                 | c5 f8 77 66 90 c5 f9 10 01 c5 f8 2e 02 0f 9b c2 0f 94 c0 22 c2 0f b6 d0 8b c2 c3 cc cc 00 00 00 19 00 00 00 40 00 00 00 e8 dc 92 c8 f7 7f 00 00 c5 f8 77 66 90 c5 f9 10 01 c5 f9 2e 02 0f 9b c2 0f 94 c0 22 c2 0f b6 d0 8b c2 c3 cc cc 00 00 00 19 00 00 00 40 00 00 00 50 dd 92 c8 f7 7f 00 00 c5 f8 77 66 90 c5 f9 10 01 c5 f8 2f 02 0f 9a c2 0f 95 c0 0a c2 0f b6 d0 8b c2 c3 cc cc 00 00 00 19 00 00 00 40 00 00 00 b8 dd 92 c8 f7 7f 00 00 c5 f8 77 66 90 c5 f9 10 01 c5 f9 2f 02 0f 9a c2 0f 95 c0 0a c2 0f b6 d0 8b c2 c3 cc cc 00 00 00 19 00 00 00 40 00 00 00 20 de 92 c8 f7 7f 00 00 c5 f8 77 66 90 c5 f9 10 01 c5 f8 2f 02 0f 97 c0 0f b6 c0 c3 cc cc 00 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
30        | 7ff7c85d3c90h   | 183     | intrinsics/dinxsfp            | eq_(v128x64f,v128x64f)                                      | eq            | bool eq(Vector128<double> x, Vector128<double> y)                               | c5 f8 77 66 90 c5 f9 10 01 c5 f9 2e 02 0f 9b c2 0f 94 c0 22 c2 0f b6 d0 8b c2 c3 cc cc 00 00 00 19 00 00 00 40 00 00 00 50 dd 92 c8 f7 7f 00 00 c5 f8 77 66 90 c5 f9 10 01 c5 f8 2f 02 0f 9a c2 0f 95 c0 0a c2 0f b6 d0 8b c2 c3 cc cc 00 00 00 19 00 00 00 40 00 00 00 b8 dd 92 c8 f7 7f 00 00 c5 f8 77 66 90 c5 f9 10 01 c5 f9 2f 02 0f 9a c2 0f 95 c0 0a c2 0f b6 d0 8b c2 c3 cc cc 00 00 00 19 00 00 00 40 00 00 00 20 de 92 c8 f7 7f 00 00 c5 f8 77 66 90 c5 f9 10 01 c5 f8 2f 02 0f 97 c0 0f b6 c0 c3 cc cc 00 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
31        | 7ff7c85d3cc0h   | 135     | intrinsics/dinxsfp            | neq_(v128x32f,v128x32f)                                     | neq           | bool neq(Vector128<float> x, Vector128<float> y)                                | c5 f8 77 66 90 c5 f9 10 01 c5 f8 2f 02 0f 9a c2 0f 95 c0 0a c2 0f b6 d0 8b c2 c3 cc cc 00 00 00 19 00 00 00 40 00 00 00 b8 dd 92 c8 f7 7f 00 00 c5 f8 77 66 90 c5 f9 10 01 c5 f9 2f 02 0f 9a c2 0f 95 c0 0a c2 0f b6 d0 8b c2 c3 cc cc 00 00 00 19 00 00 00 40 00 00 00 20 de 92 c8 f7 7f 00 00 c5 f8 77 66 90 c5 f9 10 01 c5 f8 2f 02 0f 97 c0 0f b6 c0 c3 cc cc 00 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
32        | 7ff7c85d3cf0h   | 87      | intrinsics/dinxsfp            | neq_(v128x64f,v128x64f)                                     | neq           | bool neq(Vector128<double> x, Vector128<double> y)                              | c5 f8 77 66 90 c5 f9 10 01 c5 f9 2f 02 0f 9a c2 0f 95 c0 0a c2 0f b6 d0 8b c2 c3 cc cc 00 00 00 19 00 00 00 40 00 00 00 20 de 92 c8 f7 7f 00 00 c5 f8 77 66 90 c5 f9 10 01 c5 f8 2f 02 0f 97 c0 0f b6 c0 c3 cc cc 00 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
33        | 7ff7c85d3d20h   | 39      | intrinsics/dinxsfp            | gt_(v128x32f,v128x32f)                                      | gt            | bool gt(Vector128<float> x, Vector128<float> y)                                 | c5 f8 77 66 90 c5 f9 10 01 c5 f8 2f 02 0f 97 c0 0f b6 c0 c3 cc cc 00 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
34        | 7ff7c85d3d50h   | 39      | intrinsics/dinxsfp            | gt_(v128x64f,v128x64f)                                      | gt            | bool gt(Vector128<double> x, Vector128<double> y)                               | c5 f8 77 66 90 c5 f9 10 01 c5 f9 2f 02 0f 97 c0 0f b6 c0 c3 cc cc 00 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
35        | 7ff7c85d3d80h   | 39      | intrinsics/dinxsfp            | gteq_(v128x32f,v128x32f)                                    | gteq          | bool gteq(Vector128<float> x, Vector128<float> y)                               | c5 f8 77 66 90 c5 f9 10 01 c5 f8 2f 02 0f 93 c0 0f b6 c0 c3 cc cc 00 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
36        | 7ff7c85d3db0h   | 39      | intrinsics/dinxsfp            | gteq_(v128x64f,v128x64f)                                    | gteq          | bool gteq(Vector128<double> x, Vector128<double> y)                             | c5 f8 77 66 90 c5 f9 10 01 c5 f9 2f 02 0f 93 c0 0f b6 c0 c3 cc cc 00 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
37        | 7ff7c85d3de0h   | 67      | intrinsics/dinxsfp            | ngt_(v128x32f,v128x32f)                                     | ngt           | bool ngt(Vector128<float> x, Vector128<float> y)                                | 50 c5 f8 77 90 c5 f9 10 01 c5 fa c2 02 02 c5 fa 11 44 24 04 8b 44 24 04 25 ff ff ff 7f 3d 00 00 80 7f 0f 9f c0 0f b6 c0 48 83 c4 08 c3 cc cc cc 19 01 01 00 01 02 00 00 40 00 00 00 00 00 00 00 00 00 00
38        | 7ff7c85d3e30h   | 83      | intrinsics/dinxsfp            | ngt_(v128x64f,v128x64f)                                     | ngt           | bool ngt(Vector128<double> x, Vector128<double> y)                              | 50 c5 f8 77 90 c5 f9 10 01 c5 fb c2 02 02 c5 fb 11 04 24 48 8b 04 24 48 ba ff ff ff ff ff ff ff 7f 48 23 c2 48 ba 00 00 00 00 00 00 f0 7f 48 3b c2 0f 9f c0 0f b6 c0 48 83 c4 08 c3 cc cc cc 00 19 01 01 00 01 02 00 00 40 00 00 00 00 00 00 00 00 00 00
39        | 7ff7c85d3e90h   | 39      | intrinsics/dinxsfp            | lt_(v128x32f,v128x32f)                                      | lt            | bool lt(Vector128<float> x, Vector128<float> y)                                 | c5 f8 77 66 90 c5 f9 10 02 c5 f8 2f 01 0f 97 c0 0f b6 c0 c3 cc cc 00 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
40        | 7ff7c85d3ec0h   | 39      | intrinsics/dinxsfp            | lt_(v128x64f,v128x64f)                                      | lt            | bool lt(Vector128<double> x, Vector128<double> y)                               | c5 f8 77 66 90 c5 f9 10 02 c5 f9 2f 01 0f 97 c0 0f b6 c0 c3 cc cc 00 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
41        | 7ff7c85d3ef0h   | 67      | intrinsics/dinxsfp            | nlt_(v128x32f,v128x32f)                                     | nlt           | bool nlt(Vector128<float> x, Vector128<float> y)                                | 50 c5 f8 77 90 c5 f9 10 01 c5 fa c2 02 05 c5 fa 11 44 24 04 8b 44 24 04 25 ff ff ff 7f 3d 00 00 80 7f 0f 9f c0 0f b6 c0 48 83 c4 08 c3 cc cc cc 19 01 01 00 01 02 00 00 40 00 00 00 00 00 00 00 00 00 00
42        | 7ff7c85d3f40h   | 83      | intrinsics/dinxsfp            | nlt_(v128x64f,v128x64f)                                     | nlt           | bool nlt(Vector128<double> x, Vector128<double> y)                              | 50 c5 f8 77 90 c5 f9 10 01 c5 fb c2 02 05 c5 fb 11 04 24 48 8b 04 24 48 ba ff ff ff ff ff ff ff 7f 48 23 c2 48 ba 00 00 00 00 00 00 f0 7f 48 3b c2 0f 9f c0 0f b6 c0 48 83 c4 08 c3 cc cc cc 00 19 01 01 00 01 02 00 00 40 00 00 00 00 00 00 00 00 00 00
43        | 7ff7c85d3fa0h   | 39      | intrinsics/dinxsfp            | lteq_(v128x32f,v128x32f)                                    | lteq          | bool lteq(Vector128<float> x, Vector128<float> y)                               | c5 f8 77 66 90 c5 f9 10 02 c5 f8 2e 01 0f 93 c0 0f b6 c0 c3 cc cc 00 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
44        | 7ff7c85d3fd0h   | 39      | intrinsics/dinxsfp            | lteq_(v128x64f,v128x64f)                                    | lteq          | bool lteq(Vector128<double> x, Vector128<double> y)                             | c5 f8 77 66 90 c5 f9 10 02 c5 f9 2e 01 0f 93 c0 0f b6 c0 c3 cc cc 00 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
45        | 7ff7c85d4000h   | 87      | intrinsics/dinxsfp            | cmp_(v128x32f,v128x32f,FpCmpMode~8u)                        | cmp           | Vector128<float> cmp(Vector128<float> x, Vector128<float> y, FpCmpMode:byte mode)| 56 48 83 ec 40 c5 f8 77 48 8b f1 c5 f9 10 02 c4 c1 79 10 08 48 8b ce c5 f9 29 44 24 30 c5 f9 29 4c 24 20 48 8d 54 24 30 4c 8d 44 24 20 45 0f b6 c9 e8 f2 5c 16 ff 48 8b c6 48 83 c4 40 5e c3 cc cc cc 00 00 19 05 02 00 05 72 01 60 40 00 00 00 00 00 00 00 00 00 00
46        | 7ff7c85d4060h   | 87      | intrinsics/dinxsfp            | cmp_(v128x64f,v128x64f,FpCmpMode~8u)                        | cmp           | Vector128<double> cmp(Vector128<double> x, Vector128<double> y, FpCmpMode:byte mode)| 56 48 83 ec 40 c5 f8 77 48 8b f1 c5 f9 10 02 c4 c1 79 10 08 48 8b ce c5 f9 29 44 24 30 c5 f9 29 4c 24 20 48 8d 54 24 30 4c 8d 44 24 20 45 0f b6 c9 e8 8a 5c 16 ff 48 8b c6 48 83 c4 40 5e c3 cc cc cc 00 00 19 05 02 00 05 72 01 60 40 00 00 00 00 00 00 00 00 00 00
47        | 7ff7c85d40c0h   | 231     | intrinsics/dinxsfp            | ceil_(v128x32f)                                             | ceil          | Vector128<float> ceil(Vector128<float> x)                                       | c5 f8 77 66 90 c5 f9 10 02 c4 e3 79 0a c0 0a c5 f9 11 01 48 8b c1 c3 cc cc 00 00 00 19 00 00 00 40 00 00 00 00 00 00 00 a8 e4 92 c8 f7 7f 00 00 c5 f8 77 66 90 c5 f9 10 02 c4 e3 79 0b c0 0a c5 f9 11 01 48 8b c1 c3 cc cc 00 00 00 19 00 00 00 40 00 00 00 00 00 00 00 00 e5 92 c8 f7 7f 00 00 c5 f8 77 66 90 c5 f9 10 02 c4 e3 79 0a c0 0a c5 f9 11 01 48 8b c1 c3 cc cc 00 00 00 19 00 00 00 40 00 00 00 00 00 00 00 58 e5 92 c8 f7 7f 00 00 c5 f8 77 66 90 c5 f9 10 02 c4 e3 79 0b c0 0a c5 f9 11 01 48 8b c1 c3 cc cc 00 00 00 19 00 00 00 40 00 00 00 00 00 00 00 c8 e5 92 c8 f7 7f 00 00 c5 f8 77 66 90 c5 f9 10 02 c5 fa 53 c0 c5 f9 11 01 48 8b c1 c3 cc cc cc 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
