Sequence  | Address         | Length  | TermCode            | Uri                                                                                                           | OpSig                                                                                                         | Data
49        | 7ff7c829a890h   | 25      | CTC_JMP_RAX         | hex://datablocks/blocks?broadcast#broadcast_g[32f](32f,b64x32f~in)                                            | void broadcast<float>(float data, in Block64<float> dst)                                                      | c5 f8 77 66 90 48 8b ca c5 f8 28 c8 48 b8 60 42 0d c8 f7 7f 00 00 48 ff e0
50        | 7ff7c829a8c0h   | 25      | CTC_JMP_RAX         | hex://datablocks/blocks?broadcast#broadcast_g[64f](64f,b64x64f~in)                                            | void broadcast<double>(double data, in Block64<double> dst)                                                   | c5 f8 77 66 90 48 8b ca c5 f8 28 c8 48 b8 e8 4a 0d c8 f7 7f 00 00 48 ff e0
51        | 7ff7c829a8f0h   | 24      | CTC_JMP_RAX         | hex://datablocks/blocks?broadcast#broadcast_g[8u](8u,b128x8u~in)                                              | void broadcast<byte>(byte data, in Block128<byte> dst)                                                        | 48 8b c2 66 90 0f b6 d1 48 8b c8 48 b8 b8 c5 75 c7 f7 7f 00 00 48 ff e0
52        | 7ff7c829ad20h   | 25      | CTC_JMP_RAX         | hex://datablocks/blocks?broadcast#broadcast_g[8i](8i,b128x8i~in)                                              | void broadcast<sbyte>(sbyte data, in Block128<sbyte> dst)                                                     | 48 8b c2 66 90 48 0f be d1 48 8b c8 48 b8 80 26 0d c8 f7 7f 00 00 48 ff e0
53        | 7ff7c829ad50h   | 24      | CTC_JMP_RAX         | hex://datablocks/blocks?broadcast#broadcast_g[16u](16u,b128x16u~in)                                           | void broadcast<ushort>(ushort data, in Block128<ushort> dst)                                                  | 48 8b c2 66 90 0f b7 d1 48 8b c8 48 b8 20 36 a2 c7 f7 7f 00 00 48 ff e0
54        | 7ff7c829ad80h   | 25      | CTC_JMP_RAX         | hex://datablocks/blocks?broadcast#broadcast_g[16i](16i,b128x16i~in)                                           | void broadcast<short>(short data, in Block128<short> dst)                                                     | 48 8b c2 66 90 48 0f bf d1 48 8b c8 48 b8 00 28 0d c8 f7 7f 00 00 48 ff e0
55        | 7ff7c829adb0h   | 23      | CTC_JMP_RAX         | hex://datablocks/blocks?broadcast#broadcast_g[32u](32u,b128x32u~in)                                           | void broadcast<uint>(uint data, in Block128<uint> dst)                                                        | 8b c1 0f 1f 00 48 8b ca 8b d0 48 b8 30 38 a2 c7 f7 7f 00 00 48 ff e0
56        | 7ff7c829ade0h   | 23      | CTC_JMP_RAX         | hex://datablocks/blocks?broadcast#broadcast_g[32i](32i,b128x32i~in)                                           | void broadcast<int>(int data, in Block128<int> dst)                                                           | 8b c1 0f 1f 00 48 8b ca 8b d0 48 b8 38 9e a0 c7 f7 7f 00 00 48 ff e0
57        | 7ff7c829ae10h   | 24      | CTC_JMP_RAX         | hex://datablocks/blocks?broadcast#broadcast_g[64u](64u,b128x64u~in)                                           | void broadcast<ulong>(ulong data, in Block128<ulong> dst)                                                     | 48 8b c1 66 90 48 8b ca 48 8b d0 48 b8 30 3b a2 c7 f7 7f 00 00 48 ff e0
58        | 7ff7c829b240h   | 24      | CTC_JMP_RAX         | hex://datablocks/blocks?broadcast#broadcast_g[64i](64i,b128x64i~in)                                           | void broadcast<long>(long data, in Block128<long> dst)                                                        | 48 8b c1 66 90 48 8b ca 48 8b d0 48 b8 18 41 0d c8 f7 7f 00 00 48 ff e0
59        | 7ff7c829b270h   | 25      | CTC_JMP_RAX         | hex://datablocks/blocks?broadcast#broadcast_g[32f](32f,b128x32f~in)                                           | void broadcast<float>(float data, in Block128<float> dst)                                                     | c5 f8 77 66 90 48 8b ca c5 f8 28 c8 48 b8 60 42 0d c8 f7 7f 00 00 48 ff e0
60        | 7ff7c829b2a0h   | 25      | CTC_JMP_RAX         | hex://datablocks/blocks?broadcast#broadcast_g[64f](64f,b128x64f~in)                                           | void broadcast<double>(double data, in Block128<double> dst)                                                  | c5 f8 77 66 90 48 8b ca c5 f8 28 c8 48 b8 e8 4a 0d c8 f7 7f 00 00 48 ff e0
61        | 7ff7c829b2d0h   | 24      | CTC_JMP_RAX         | hex://datablocks/blocks?broadcast#broadcast_g[8u](8u,b256x8u~in)                                              | void broadcast<byte>(byte data, in Block256<byte> dst)                                                        | 48 8b c2 66 90 0f b6 d1 48 8b c8 48 b8 b8 c5 75 c7 f7 7f 00 00 48 ff e0
62        | 7ff7c829b300h   | 25      | CTC_JMP_RAX         | hex://datablocks/blocks?broadcast#broadcast_g[8i](8i,b256x8i~in)                                              | void broadcast<sbyte>(sbyte data, in Block256<sbyte> dst)                                                     | 48 8b c2 66 90 48 0f be d1 48 8b c8 48 b8 80 26 0d c8 f7 7f 00 00 48 ff e0
63        | 7ff7c829b330h   | 24      | CTC_JMP_RAX         | hex://datablocks/blocks?broadcast#broadcast_g[16u](16u,b256x16u~in)                                           | void broadcast<ushort>(ushort data, in Block256<ushort> dst)                                                  | 48 8b c2 66 90 0f b7 d1 48 8b c8 48 b8 20 36 a2 c7 f7 7f 00 00 48 ff e0
64        | 7ff7c829b360h   | 25      | CTC_JMP_RAX         | hex://datablocks/blocks?broadcast#broadcast_g[16i](16i,b256x16i~in)                                           | void broadcast<short>(short data, in Block256<short> dst)                                                     | 48 8b c2 66 90 48 0f bf d1 48 8b c8 48 b8 00 28 0d c8 f7 7f 00 00 48 ff e0
65        | 7ff7c829b390h   | 23      | CTC_JMP_RAX         | hex://datablocks/blocks?broadcast#broadcast_g[32u](32u,b256x32u~in)                                           | void broadcast<uint>(uint data, in Block256<uint> dst)                                                        | 8b c1 0f 1f 00 48 8b ca 8b d0 48 b8 30 38 a2 c7 f7 7f 00 00 48 ff e0
66        | 7ff7c829b3c0h   | 23      | CTC_JMP_RAX         | hex://datablocks/blocks?broadcast#broadcast_g[32i](32i,b256x32i~in)                                           | void broadcast<int>(int data, in Block256<int> dst)                                                           | 8b c1 0f 1f 00 48 8b ca 8b d0 48 b8 38 9e a0 c7 f7 7f 00 00 48 ff e0
67        | 7ff7c829b3f0h   | 24      | CTC_JMP_RAX         | hex://datablocks/blocks?broadcast#broadcast_g[64u](64u,b256x64u~in)                                           | void broadcast<ulong>(ulong data, in Block256<ulong> dst)                                                     | 48 8b c1 66 90 48 8b ca 48 8b d0 48 b8 30 3b a2 c7 f7 7f 00 00 48 ff e0
68        | 7ff7c829b420h   | 24      | CTC_JMP_RAX         | hex://datablocks/blocks?broadcast#broadcast_g[64i](64i,b256x64i~in)                                           | void broadcast<long>(long data, in Block256<long> dst)                                                        | 48 8b c1 66 90 48 8b ca 48 8b d0 48 b8 18 41 0d c8 f7 7f 00 00 48 ff e0
69        | 7ff7c829b450h   | 25      | CTC_JMP_RAX         | hex://datablocks/blocks?broadcast#broadcast_g[32f](32f,b256x32f~in)                                           | void broadcast<float>(float data, in Block256<float> dst)                                                     | c5 f8 77 66 90 48 8b ca c5 f8 28 c8 48 b8 60 42 0d c8 f7 7f 00 00 48 ff e0
70        | 7ff7c829b480h   | 25      | CTC_JMP_RAX         | hex://datablocks/blocks?broadcast#broadcast_g[64f](64f,b256x64f~in)                                           | void broadcast<double>(double data, in Block256<double> dst)                                                  | c5 f8 77 66 90 48 8b ca c5 f8 28 c8 48 b8 e8 4a 0d c8 f7 7f 00 00 48 ff e0
71        | 7ff7c829b8c0h   | 24      | CTC_JMP_RAX         | hex://datablocks/blocks?broadcast#broadcast_g[8u](8u,b512x8u~in)                                              | void broadcast<byte>(byte data, in Block512<byte> dst)                                                        | 48 8b c2 66 90 0f b6 d1 48 8b c8 48 b8 b8 c5 75 c7 f7 7f 00 00 48 ff e0
72        | 7ff7c829b8f0h   | 25      | CTC_JMP_RAX         | hex://datablocks/blocks?broadcast#broadcast_g[8i](8i,b512x8i~in)                                              | void broadcast<sbyte>(sbyte data, in Block512<sbyte> dst)                                                     | 48 8b c2 66 90 48 0f be d1 48 8b c8 48 b8 80 26 0d c8 f7 7f 00 00 48 ff e0
73        | 7ff7c829b920h   | 24      | CTC_JMP_RAX         | hex://datablocks/blocks?broadcast#broadcast_g[16u](16u,b512x16u~in)                                           | void broadcast<ushort>(ushort data, in Block512<ushort> dst)                                                  | 48 8b c2 66 90 0f b7 d1 48 8b c8 48 b8 20 36 a2 c7 f7 7f 00 00 48 ff e0
74        | 7ff7c829bd50h   | 25      | CTC_JMP_RAX         | hex://datablocks/blocks?broadcast#broadcast_g[16i](16i,b512x16i~in)                                           | void broadcast<short>(short data, in Block512<short> dst)                                                     | 48 8b c2 66 90 48 0f bf d1 48 8b c8 48 b8 00 28 0d c8 f7 7f 00 00 48 ff e0
75        | 7ff7c829bd80h   | 23      | CTC_JMP_RAX         | hex://datablocks/blocks?broadcast#broadcast_g[32u](32u,b512x32u~in)                                           | void broadcast<uint>(uint data, in Block512<uint> dst)                                                        | 8b c1 0f 1f 00 48 8b ca 8b d0 48 b8 30 38 a2 c7 f7 7f 00 00 48 ff e0
76        | 7ff7c829bdb0h   | 23      | CTC_JMP_RAX         | hex://datablocks/blocks?broadcast#broadcast_g[32i](32i,b512x32i~in)                                           | void broadcast<int>(int data, in Block512<int> dst)                                                           | 8b c1 0f 1f 00 48 8b ca 8b d0 48 b8 38 9e a0 c7 f7 7f 00 00 48 ff e0
77        | 7ff7c829bde0h   | 24      | CTC_JMP_RAX         | hex://datablocks/blocks?broadcast#broadcast_g[64u](64u,b512x64u~in)                                           | void broadcast<ulong>(ulong data, in Block512<ulong> dst)                                                     | 48 8b c1 66 90 48 8b ca 48 8b d0 48 b8 30 3b a2 c7 f7 7f 00 00 48 ff e0
78        | 7ff7c829be10h   | 24      | CTC_JMP_RAX         | hex://datablocks/blocks?broadcast#broadcast_g[64i](64i,b512x64i~in)                                           | void broadcast<long>(long data, in Block512<long> dst)                                                        | 48 8b c1 66 90 48 8b ca 48 8b d0 48 b8 18 41 0d c8 f7 7f 00 00 48 ff e0
79        | 7ff7c829c240h   | 25      | CTC_JMP_RAX         | hex://datablocks/blocks?broadcast#broadcast_g[32f](32f,b512x32f~in)                                           | void broadcast<float>(float data, in Block512<float> dst)                                                     | c5 f8 77 66 90 48 8b ca c5 f8 28 c8 48 b8 60 42 0d c8 f7 7f 00 00 48 ff e0
80        | 7ff7c829c270h   | 25      | CTC_JMP_RAX         | hex://datablocks/blocks?broadcast#broadcast_g[64f](64f,b512x64f~in)                                           | void broadcast<double>(double data, in Block512<double> dst)                                                  | c5 f8 77 66 90 48 8b ca c5 f8 28 c8 48 b8 e8 4a 0d c8 f7 7f 00 00 48 ff e0
81        | 7ff7c829c2a0h   | 76      | CTC_RET_SBB         | hex://datablocks/blocks?cellalloc#cellalloc_g[8u](n16,32i)                                                    | Block16<byte> cellalloc<byte>(N16 n, int cellcount)                                                           | 56 48 83 ec 20 48 89 54 24 38 48 8b f1 41 8b c8 c1 e9 1f 41 03 c8 d1 f9 41 8b d0 c1 ea 1f 41 03 d0 83 e2 fe 44 2b c2 74 06 44 8d 41 01 eb 03 44 8b c1 48 8b ce 48 0f be 54 24 38 45 33 c9 e8 2d fa ff ff 48 8b c6 48 83 c4 20 5e c3
82        | 7ff7c829c300h   | 76      | CTC_RET_SBB         | hex://datablocks/blocks?cellalloc#cellalloc_g[8i](n16,32i)                                                    | Block16<sbyte> cellalloc<sbyte>(N16 n, int cellcount)                                                         | 56 48 83 ec 20 48 89 54 24 38 48 8b f1 41 8b c8 c1 e9 1f 41 03 c8 d1 f9 41 8b d0 c1 ea 1f 41 03 d0 83 e2 fe 44 2b c2 74 06 44 8d 41 01 eb 03 44 8b c1 48 8b ce 48 0f be 54 24 38 45 33 c9 e8 1d fe ff ff 48 8b c6 48 83 c4 20 5e c3
83        | 7ff7c829c360h   | 66      | CTC_RET_Zx3         | hex://datablocks/blocks?cellalloc#cellalloc_g[16u](n16,32i)                                                   | Block16<ushort> cellalloc<ushort>(N16 n, int cellcount)                                                       | 56 48 83 ec 20 48 89 54 24 38 48 8b f1 41 8b c8 c1 f9 1f 83 e1 00 41 03 c8 83 e1 ff 41 8b d0 2b d1 74 05 41 ff c0 eb 00 48 8b ce 48 0f be 54 24 38 45 33 c9 e8 07 fe ff ff 48 8b c6 48 83 c4 20 5e c3
84        | 7ff7c829c3c0h   | 66      | CTC_RET_Zx3         | hex://datablocks/blocks?cellalloc#cellalloc_g[16i](n16,32i)                                                   | Block16<short> cellalloc<short>(N16 n, int cellcount)                                                         | 56 48 83 ec 20 48 89 54 24 38 48 8b f1 41 8b c8 c1 f9 1f 83 e1 00 41 03 c8 83 e1 ff 41 8b d0 2b d1 74 05 41 ff c0 eb 00 48 8b ce 48 0f be 54 24 38 45 33 c9 e8 e7 fd ff ff 48 8b c6 48 83 c4 20 5e c3
85        | 7ff7c829c820h   | 83      | CTC_RET_ZED_SBB     | hex://datablocks/blocks?cellalloc#cellalloc_g[8u](n32,32i)                                                    | Block32<byte> cellalloc<byte>(N32 n, int cellcount)                                                           | 56 48 83 ec 20 48 89 54 24 38 48 8b f1 41 8b c8 c1 f9 1f 83 e1 03 41 03 c8 c1 f9 02 41 8b d0 c1 fa 1f 83 e2 03 41 03 d0 83 e2 fc 44 2b c2 74 06 44 8d 41 01 eb 03 44 8b c1 48 8b ce 48 0f be 54 24 38 45 33 c9 e8 46 fd ff ff 48 8b c6 48 83 c4 20 5e c3
86        | 7ff7c829c890h   | 83      | CTC_RET_ZED_SBB     | hex://datablocks/blocks?cellalloc#cellalloc_g[8i](n32,32i)                                                    | Block32<sbyte> cellalloc<sbyte>(N32 n, int cellcount)                                                         | 56 48 83 ec 20 48 89 54 24 38 48 8b f1 41 8b c8 c1 f9 1f 83 e1 03 41 03 c8 c1 f9 02 41 8b d0 c1 fa 1f 83 e2 03 41 03 d0 83 e2 fc 44 2b c2 74 06 44 8d 41 01 eb 03 44 8b c1 48 8b ce 48 0f be 54 24 38 45 33 c9 e8 46 fd ff ff 48 8b c6 48 83 c4 20 5e c3
